project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
petacalco,carboelectric_coal,03-occidental,9.8,0,,,6.4,2658.9,,2658.9,,,198,operational,ca_i_peta,coal,29-lazaro_cardenas
boquilla,hydroelectric,05-norte,0,0,,,1,19.2,,19.2,,,199,operational,,,09-chihuahua
el_retiro,hydroelectric,02-oriental,0,0,,,1,16.1,,16.1,,,200,operational,,,39-grijalva
salamanca_u3,thermal_fuel_oil,03-occidental,11.1,0,,,7.1,285.9,,285.9,,,201,operational,c_n_sala,fuel_oil,26-salamanca
salamanca_u4,thermal_fuel_oil,03-occidental,11.1,0,,,7.1,234,,234,,,202,operational,c_n_sala,fuel_oil,26-salamanca
primero_empresa_minera,hydroelectric,04-noroeste,0,0,,,1,4.9,,4.9,,,203,operational,,,05-culiacan
oviachic,hydroelectric,04-noroeste,0,0,,,1,4.7,,4.7,,,204,operational,,,03-obregon
proveedora_de_electricidad_de_occidente,hydroelectric,03-occidental,0,0,,,1,14.6,,14.6,,,205,operational,,,23-guadalajara
villa_de_reyes_u1,thermal_fuel_oil,03-occidental,10.6,0,,,7.1,333.6,,333.6,,,206,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
villa_de_reyes_u2,thermal_fuel_oil,03-occidental,10.6,0,,,7.1,333.6,,333.6,,,207,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
el_salto,hydroelectric,06-noreste,0,0,,,1,13.8,,13.8,,,208,operational,,,18-valles
botello,hydroelectric,03-occidental,0,0,,,1,13.8,,13.8,,,209,operational,,,28-carapan
minas,hydroelectric,02-oriental,0,0,,,1,11.5,,11.5,,,210,operational,,,36-temascal
sanalona,hydroelectric,04-noroeste,0,0,,,1,3.4,,3.4,,,211,operational,,,05-culiacan
platanal,hydroelectric,03-occidental,0,0,,,1,9.7,,9.7,,,212,operational,,,28-carapan
procesamiento_energetico_mexicano,hydroelectric,02-oriental,0,0,,,1,8.7,,8.7,,,213,operational,,,36-temascal
encanto,hydroelectric,02-oriental,0,0,,,1,7.7,,7.7,,,214,operational,,,32-poza_rica
cerveceria_cuauhtemoc-moctezuma_planta_orizaba,hydroelectric,00-autoabasto,0,0,,,1,7.7,,7.7,,,215,operational,,,00-autoabasto_local
dos_bocas_u1,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,61.1,,61.1,,,216,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u2,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,61.1,,61.1,,,217,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u3,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,61.1,,61.1,,,218,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u4,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,61.1,,61.1,,,219,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u5,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,96.9,,96.9,,,220,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u6,combined_cycle_natural_gas,02-oriental,11,0,,,7.7,96.9,,96.9,,,221,operational,g_2boca,natural_gas,33-veracruz
mocuzari,hydroelectric,04-noroeste,0,0,,,1,2.4,,2.4,,,222,operational,,,03-obregon
hidroelectricidad_del_pacifico,hydroelectric,03-occidental,0,0,,,1,7,,7,,,223,operational,,,27-manzanillo
puente_grande,hydroelectric,03-occidental,0,0,,,1,6.9,,6.9,,,224,operational,,,23-guadalajara
la_mata__pie,eolic,02-oriental,0,0,,,0,30.6,,30.6,,,225,operational,,,40-ixtepec
la_venta_i-ii,eolic,02-oriental,0,0,,,0,25.2,,25.2,,,226,operational,,,40-ixtepec
la_venta_iii_pie,eolic,02-oriental,0,0,,,0,30.8,,30.8,,,227,operational,,,40-ixtepec
laguna_verde_central,nuclear_uranium,02-oriental,10.4,0,,,11.4,1457.2,,1457.2,,,228,operational,nuc,uranium,33-veracruz
los_humeros_central,geothermal,02-oriental,0,0,,,14.1,50.3,,50.3,,,229,operational,,,34-puebla
los_humeros_u3,geothermal,02-oriental,0,0,,,14.1,4.7,,4.7,,,230,operational,,,34-puebla
los_humeros_u6,geothermal,02-oriental,0,0,,,14.1,4.7,,4.7,,,231,operational,,,34-puebla
los_humeros_u8,geothermal,02-oriental,0,0,,,14.1,4.7,,4.7,,,232,operational,,,34-puebla
zumpimito,hydroelectric,03-occidental,0,0,,,1,6.5,,6.5,,,233,operational,,,28-carapan
hidroelectrica_arco_iris,hydroelectric,03-occidental,0,0,,,1,6.5,,6.5,,,234,operational,,,23-guadalajara
colotlipa,hydroelectric,02-oriental,0,0,,,1,6.1,,6.1,,,235,operational,,,35-acapulco
oaxaca_i_pie,eolic,02-oriental,0,0,,,0,30.6,,30.6,,,236,operational,,,40-ixtepec
oaxaca_ii_pie,eolic,02-oriental,0,0,,,0,30.6,,30.6,,,237,operational,,,40-ixtepec
oaxaca_iii_pie,eolic,02-oriental,0,0,,,0,30.6,,30.6,,,238,operational,,,40-ixtepec
oaxaca_iv_pie,eolic,02-oriental,0,0,,,0,30.6,,30.6,,,239,operational,,,40-ixtepec
alameda,hydroelectric,01-central,0,0,,,1,5.4,,5.4,,,240,operational,,,31-central
intermedia,hydroelectric,03-occidental,0,0,,,1,4.1,,4.1,,,241,operational,,,23-guadalajara
bombana,hydroelectric,02-oriental,0,0,,,1,4,,4,,,242,operational,,,39-grijalva
poza_rica_u1,thermal_fuel_oil,02-oriental,14.4,0,,,7.1,36.5,,36.5,,,243,operational,c_n_poza,fuel_oil,32-poza_rica
poza_rica_u2,thermal_fuel_oil,02-oriental,14.1,0,,,7.1,36.5,,36.5,,,244,operational,c_n_poza,fuel_oil,32-poza_rica
poza_rica_u3,thermal_fuel_oil,02-oriental,14.5,0,,,7.1,36.5,,36.5,,,245,operational,c_n_poza,fuel_oil,32-poza_rica
san_lorenzo_potencia,combined_cycle_natural_gas,02-oriental,7.3,0,,,7.7,372.2,,372.2,,,246,operational,g_slorp,natural_gas,34-puebla
hidrorizaba_ii,hydroelectric,02-oriental,0,0,,,1,3.4,,3.4,,,247,operational,,,33-veracruz
gobierno_del_estado_de_michoacan_de_ocampo,hydroelectric,03-occidental,0,0,,,1,3.1,,3.1,,,248,operational,,,28-carapan
colina,hydroelectric,05-norte,0,0,,,1,2.3,,2.3,,,249,operational,,,09-chihuahua
san_pedro_poruas,hydroelectric,03-occidental,0,0,,,1,2,,2,,,250,operational,,,28-carapan
tuxpan_u1_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,251,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u2_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,252,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u3_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,253,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u4_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,254,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u5_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,255,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u6_tc,thermal_fuel_oil,02-oriental,10.3,0,,,7.1,333.6,,333.6,,,256,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_ii,combined_cycle_natural_gas,02-oriental,7.7,0,,,7.7,480.7,,480.7,,,257,operational,g_tuxpoz,natural_gas,32-poza_rica
tuxpan_iii_y_iv,combined_cycle_natural_gas,02-oriental,7.4,0,,,7.7,953.5,,953.5,,,258,operational,g_tuxpoz,natural_gas,32-poza_rica
tuxpan_v,combined_cycle_natural_gas,02-oriental,7.4,0,,,7.7,480.7,,480.7,,,259,operational,gn_tuxp,natural_gas,32-poza_rica
compania_electrica_carolina,hydroelectric,00-autoabasto,0,0,,,1,1.9,,1.9,,,260,operational,,,00-autoabasto_local
cancun_tg1,gas_turbine_diesel,07-peninsular,18.3,0,,,5.5,13.7,,13.7,,,261,operational,d_penins,diesel,43-cancun
cancun_tg2,gas_turbine_diesel,07-peninsular,18.3,0,,,5.5,13.7,,13.7,,,262,operational,d_penins,diesel,43-cancun
cancun_tg3,gas_turbine_diesel,07-peninsular,18.3,0,,,5.5,29.3,,29.3,,,263,operational,d_penins,diesel,43-cancun
cancun_tg5,gas_turbine_diesel,07-peninsular,18.3,0,,,5.5,42.9,,42.9,,,264,operational,d_penins,diesel,43-cancun
chankanaab_u1,gas_turbine_diesel,07-peninsular,18.4,0,,,5.5,13.7,,13.7,,,265,operational,d_penins,diesel,45-cozumel
chankanaab_u2,gas_turbine_diesel,07-peninsular,18.4,0,,,5.5,13.7,,13.7,,,266,operational,d_penins,diesel,45-cozumel
chankanaab_u4,gas_turbine_diesel,07-peninsular,18.4,0,,,5.5,24.4,,24.4,,,267,operational,d_penins,diesel,45-cozumel
ciudad_del_carmen_u1,gas_turbine_diesel,07-peninsular,23.9,0,,,5.5,13.7,,13.7,,,268,operational,d_penins,diesel,41-lerma
ciudad_del_carmen_u2,gas_turbine_diesel,07-peninsular,23.9,0,,,5.5,15.6,,15.6,,,269,operational,d_penins,diesel,41-lerma
ciudad_del_carmen_u3,gas_turbine_diesel,07-peninsular,23.9,0,,,5.5,16.6,,16.6,,,270,operational,d_penins,diesel,41-lerma
holbox,internal_combustion_fuel_oil,07-peninsular,10.3,0,,,7.4,2.9,,2.9,,,271,operational,c_n_meri,fuel_oil,43-cancun
lerma_u2,thermal_fuel_oil,07-peninsular,12.9,0,,,7.1,35.1,,35.1,,,272,operational,c_n_lerm,fuel_oil,41-lerma
lerma_u3,thermal_fuel_oil,07-peninsular,12.9,0,,,7.1,35.1,,35.1,,,273,operational,c_n_lerm,fuel_oil,41-lerma
lerma_u4,thermal_fuel_oil,07-peninsular,12.9,0,,,7.1,35.1,,35.1,,,274,operational,c_n_lerm,fuel_oil,41-lerma
merida_ii_tg,gas_turbine_diesel,07-peninsular,20.1,0,,,5.5,29.3,,29.3,,,275,operational,d_penins,diesel,42-merida
merida_ii_u1_tc,thermal_fuel_oil,07-peninsular,12.5,0,,,7.1,78.7,,78.7,,,276,operational,c_n_meri,fuel_oil,42-merida
merida_ii_u2_tc,thermal_fuel_oil,07-peninsular,12.5,0,,,7.1,78.7,,78.7,,,277,operational,c_n_meri,fuel_oil,42-merida
merida_iii,combined_cycle_natural_gas,07-peninsular,7.9,0,,,7.7,470,,470,,,278,operational,g_penin,natural_gas,42-merida
nachi_-_cocom_tg,gas_turbine_diesel,07-peninsular,26.5,0,,,5.5,29.3,,29.3,,,279,operational,d_penins,diesel,42-merida
nizuc_u1,gas_turbine_diesel,07-peninsular,16.1,0,,,5.5,42.9,,42.9,,,280,operational,d_penins,diesel,43-cancun
nizuc_u2,gas_turbine_diesel,07-peninsular,16.1,0,,,5.5,42.9,,42.9,,,281,operational,d_penins,diesel,43-cancun
transalta_campeche,combined_cycle_natural_gas,07-peninsular,8.2,0,,,7.7,245.8,,245.8,,,282,operational,g_penin,natural_gas,41-lerma
valladolid,combined_cycle_natural_gas,07-peninsular,10.2,0,,,7.7,213.2,,213.2,,,283,operational,g_penin,natural_gas,42-merida
valladolid_u1_tc,thermal_fuel_oil,07-peninsular,13.5,0,,,7.1,35.1,,35.1,,,284,operational,c_n_vall,fuel_oil,42-merida
valladolid_u2_tc,thermal_fuel_oil,07-peninsular,13.5,0,,,7.1,35.1,,35.1,,,285,operational,c_n_vall,fuel_oil,42-merida
valladolid_iii,combined_cycle_natural_gas,07-peninsular,7.3,0,,,7.7,510.8,,510.8,,,286,operational,g_penin,natural_gas,42-merida
xul_-_ha_cfe_18000,gas_turbine_diesel,07-peninsular,9.6,0,,,5.5,12.2,,12.2,,,287,operational,d_penins,diesel,44-chetumal
xul_-_ha_u1_tg,gas_turbine_diesel,07-peninsular,24.4,0,,,5.5,13.7,,13.7,,,288,operational,d_penins,diesel,44-chetumal
xul_-_ha_u2_tg,gas_turbine_diesel,07-peninsular,24.4,0,,,5.5,25.1,,25.1,,,289,operational,d_penins,diesel,44-chetumal
yuumiliik,eolic,07-peninsular,0,0,,,0,0.4,,0.4,,,290,operational,,,43-cancun
agnico_eagle_mexico,internal_combustion_diesel,05-norte,12.4,0,,,7.4,13.4,,13.4,,,291,operational,d_naciona,diesel,09-chihuahua
agribrands_purina_mexico,internal_combustion_natural_gas,03-occidental,10.6,0,,,7.4,0.8,,0.8,,,292,operational,g_sauzqro,natural_gas,26-salamanca
agroenergia,thermal_natural_gas,03-occidental,9.6,0,,,7.1,11.2,,11.2,,,293,operational,g_petsal,natural_gas,30-queretaro
alimentos_kowi,internal_combustion_diesel,04-noroeste,13.3,0,,,7.4,1.6,,1.6,,,294,operational,d_naciona,diesel,03-obregon
almidones_mexicanos,gas_turbine_natural_gas,03-occidental,18.2,0,,,5.5,11.7,,11.7,,,295,operational,g_petsal,natural_gas,23-guadalajara
altos_hornos_de_mexico,combined_cycle_natural_gas,06-noreste,14.4,0,,,7.7,214.6,,214.6,,,296,operational,g_ahnrr,natural_gas,12-rio_escondido
atlatec,bioenergy_natural_gas,03-occidental,10.2,0,,,7.4,1,,1,,,297,operational,g_sauzqro,natural_gas,30-queretaro
autoabastecimiento_renovable,solar,03-occidental,0,0,,,0,0.8,,0.8,,,298,operational,,,24-aguascalientes
avomex_internacional,internal_combustion_diesel,06-noreste,9.1,0,,,7.4,3.7,,3.7,,,299,operational,d_naciona,diesel,12-rio_escondido
bii_nee_stipa_energia_eolica,eolic,02-oriental,0,0,,,0,7.9,,7.9,,,300,operational,,,40-ixtepec
bio_pappel_printing,gas_turbine_natural_gas,02-oriental,13.4,0,,,5.5,39.4,,39.4,,,301,operational,gn_tuxp,natural_gas,36-temascal
bio_pappel,gas_turbine_natural_gas,05-norte,13.5,0,,,5.5,22.3,,22.3,,,302,operational,zzon_nort,natural_gas,10-durango
bioenergia_de_nuevo_leon,bioenergy_natural_gas,06-noreste,12.2,0,,,7.4,15.5,,15.5,,,303,operational,g_ahnrr,natural_gas,16-monterrey
bsm_energia_de_veracruz,bioenergy_diesel,02-oriental,51.5,0,,,7.1,12,,12,,,304,operational,d_naciona,diesel,36-temascal
cartones_ponderosa,internal_combustion_fuel_oil,03-occidental,10,0,,,7.4,18.3,,18.3,,,305,operational,c_n_vrey,fuel_oil,30-queretaro
ce_g_sanborns,cogen_natural_gas,01-central,10.1,0,,,7.4,1.1,,1.1,,,306,operational,g_central,natural_gas,31-central
celulosa_de_fibras_mexicanas,combined_cycle_natural_gas,02-oriental,16.7,0,,,7.7,6.4,,6.4,,,307,operational,g_slorp,natural_gas,34-puebla
cobielec,internal_combustion_natural_gas,02-oriental,11.3,0,,,7.4,2.6,,2.6,,,308,operational,g_slorp,natural_gas,34-puebla
cogcoracion_de_energia_limpia_de_cosoleacaque,cogen_natural_gas,02-oriental,9.7,0,,,7.7,114.3,,114.3,,,309,operational,gn_tuxp,natural_gas,37-coatzacoalcos
compania_cervecera_de_coahuila,thermal_fuel_oil,06-noreste,11.5,0,,,7.1,15,,15,,,310,operational,c_n_coah,fuel_oil,12-rio_escondido
tamazulapan,hydroelectric,02-oriental,0,0,,,1,1.9,,1.9,,,311,operational,,,36-temascal
compania_eolica_de_tamaulipas,eolic,06-noreste,0,0,,,0,13.5,,13.5,,,312,operational,,,21-guemez
cooperativa_la_cruz_azul,bioenergy_natural_gas,03-occidental,10.3,0,,,7.4,0.9,,0.9,,,313,operational,g_sauzqro,natural_gas,24-aguascalientes
coppel,solar,04-noroeste,0,0,,,0,1,,1,,,314,operational,,,01-hermosillo
csi_en_saltillo,gas_turbine_natural_gas,06-noreste,9.6,0,,,5.5,2.5,,2.5,,,315,operational,g_ahnrr,natural_gas,17-saltillo
deacero_power,combined_cycle_natural_gas,06-noreste,7.2,0,,,7.7,193.8,,193.8,,,316,operational,g_ahnrr,natural_gas,17-saltillo
desarrollos_eolicos_mexicanos_de_oaxaca_1,eolic,02-oriental,0,0,,,0,27,,27,,,317,operational,,,40-ixtepec
desarrolloseolicosmexicanos2_piedralarga,eolic,02-oriental,0,0,,,0,41.2,,41.2,,,318,operational,,,40-ixtepec
destileria_del_golfo,bioenergy_diesel,02-oriental,9.6,0,,,7.1,7.5,,7.5,,,319,operational,d_naciona,diesel,33-veracruz
dominica_energia_limpia,eolic,03-occidental,0,0,,,0,30,,30,,,320,operational,,,25-san_luis_potosi
draexlmaier_components_automotive_de_mexico,internal_combustion_diesel,03-occidental,10.3,0,,,7.4,1.8,,1.8,,,321,operational,d_naciona,diesel,25-san_luis_potosi
el_palacio_de_hierro_guadalajara,internal_combustion_diesel,03-occidental,11.3,0,,,7.4,3.1,,3.1,,,322,operational,d_naciona,diesel,23-guadalajara
el_palacio_de_hierro_monterrey,gas_turbine_natural_gas,06-noreste,17.6,0,,,5.5,1.2,,1.2,,,323,operational,g_ahnrr,natural_gas,16-monterrey
electrica_del_valle_de_mexico,eolic,02-oriental,0,0,,,0,20.2,,20.2,,,324,operational,,,40-ixtepec
schpoina,hydroelectric,02-oriental,0,0,,,1,1.7,,1.7,,,325,operational,,,39-grijalva
ener-g_planta_celaya,bioenergy_natural_gas,05-norte,11.1,0,,,7.4,1.5,,1.5,,,326,operational,zzon_nort,natural_gas,10-durango
energia_azteca_viii,combined_cycle_natural_gas,03-occidental,6.8,0,,,7.7,127,,127,,,327,operational,g_sauzqro,natural_gas,30-queretaro
energia_azteca_x,combined_cycle_natural_gas,08-baja_california,7.1,0,,,7.7,212.9,,212.9,,,328,operational,zzon_noro,natural_gas,48-mexicali
energia_chihuahua,combined_cycle_natural_gas,05-norte,7.8,0,,,7.7,48.5,,48.5,,,329,operational,zzon_nort,natural_gas,07-juarez
jumatan,hydroelectric,03-occidental,0,0,,,1,1.7,,1.7,,,330,operational,,,22-tepic
energia_lactea,bioenergy_natural_gas,05-norte,10.3,0,,,7.4,0.7,,0.7,,,331,operational,zzon_nort,natural_gas,09-chihuahua
energia_mk_kf,cogen_natural_gas,06-noreste,9.5,0,,,5.5,35,,35,,,332,operational,gn_altam,natural_gas,19-huasteca
energia_renovable_de_cuautla,cogen_natural_gas,01-central,10.3,0,,,7.4,1,,1,,,333,operational,g_central,natural_gas,31-central
energia_san_luis_de_la_paz,combined_cycle_natural_gas,03-occidental,7.2,0,,,7.7,214.3,,214.3,,,334,operational,g_sauzqro,natural_gas,30-queretaro
energia_san_pedro,cogen_natural_gas,06-noreste,19.4,0,,,5.5,2,,2,,,335,operational,g_ahnrr,natural_gas,16-monterrey
energia_sonora_ppe,eolic,04-noroeste,0,0,,,0,1.1,,1.1,,,336,operational,,,01-hermosillo
energreen_energia_pi,bioenergy_natural_gas,01-central,31.1,0,,,7.4,0.6,,0.6,,,337,operational,g_central,natural_gas,31-central
enertek,gas_turbine_natural_gas,06-noreste,10.4,0,,,5.5,166.2,,166.2,,,338,operational,gn_altam,natural_gas,19-huasteca
ensambles_hyson,internal_combustion_diesel,08-baja_california,11,0,,,7.4,1.7,,1.7,,,339,operational,d_bcn,diesel,46-tijuana
eoliatec_del_istmo,eolic,02-oriental,0,0,,,0,49.2,,49.2,,,340,operational,,,40-ixtepec
eoliatec_del_pacifico,eolic,02-oriental,0,0,,,0,48,,48,,,341,operational,,,40-ixtepec
eolica_de_arriaga,eolic,02-oriental,0,0,,,0,9.6,,9.6,,,342,operational,,,39-grijalva
eolica_el_retiro,eolic,02-oriental,0,0,,,0,22.2,,22.2,,,343,operational,,,40-ixtepec
eolica_los_altos,eolic,03-occidental,0,0,,,0,7.6,,7.6,,,344,operational,,,24-aguascalientes
eolica_santa_catarina,eolic,06-noreste,0,0,,,0,5.5,,5.5,,,345,operational,,,16-monterrey
eolica_zopiloapan,eolic,02-oriental,0,0,,,0,21,,21,,,346,operational,,,40-ixtepec
eurus,eolic,02-oriental,0,0,,,0,75.1,,75.1,,,347,operational,,,40-ixtepec
fermicaise,internal_combustion_natural_gas,01-central,10.6,0,,,7.4,8.8,,8.8,,,348,operational,g,natural_gas,31-central
fersinsa_gb,gas_turbine_natural_gas,06-noreste,17,0,,,5.5,5.9,,5.9,,,349,operational,g_ahnrr,natural_gas,17-saltillo
ford_motor_company,internal_combustion_diesel,05-norte,11.2,0,,,7.4,8.8,,8.8,,,350,operational,d_naciona,diesel,09-chihuahua
fuerza_eolica_del_istmo,eolic,02-oriental,0,0,,,0,24,,24,,,351,operational,,,40-ixtepec
fuerza_y_energia_bii_hioxo,eolic,02-oriental,0,0,,,0,70.1,,70.1,,,352,operational,,,40-ixtepec
fuerza_y_energia_de_naco-nogales,combined_cycle_natural_gas,04-noroeste,6.5,0,,,7.7,48.5,,48.5,,,353,operational,zzon_noro,natural_gas,02-cananea
fuerza_y_energia_de_norte_durango,combined_cycle_natural_gas,05-norte,7,0,,,7.7,29.1,,29.1,,,354,operational,zzon_nort,natural_gas,10-durango
fundilag_hierro,internal_combustion_diesel,05-norte,11,0,,,7.4,1.9,,1.9,,,355,operational,d_naciona,diesel,11-laguna
ganaderia_integral_sk,internal_combustion_diesel,06-noreste,12.1,0,,,7.4,2.7,,2.7,,,356,operational,d_naciona,diesel,16-monterrey
ganaderia_integral_vizur,internal_combustion_diesel,04-noroeste,10.7,0,,,7.4,2.7,,2.7,,,357,operational,d_naciona,diesel,05-culiacan
gcoradora_la_paz,internal_combustion_diesel,03-occidental,10.3,0,,,7.4,11.9,,11.9,,,358,operational,d_naciona,diesel,25-san_luis_potosi
gcoradora_petrocel,thermal_fuel_oil,06-noreste,9.6,0,,,7.1,15.4,,15.4,,,359,operational,c_n_alta,fuel_oil,19-huasteca
gcoradora_pondercel,thermal_fuel_oil,05-norte,20,0,,,7.1,60.9,,60.9,,,360,operational,c_n_chih,fuel_oil,09-chihuahua
gcoradora_solar_apaseo,solar,03-occidental,0,0,,,0,1,,1,,,361,operational,,,30-queretaro
geotermica_para_el_desarrollo,geothermal,03-occidental,0,0,,,14.1,48.8,,48.8,,,362,operational,,,23-guadalajara
portezuelo_ii,hydroelectric,02-oriental,0,0,,,1,1.6,,1.6,,,363,operational,,,34-puebla
gollek_interamerica,internal_combustion_diesel,06-noreste,10.3,0,,,7.4,2.6,,2.6,,,364,operational,d_naciona,diesel,16-monterrey
goplas,internal_combustion_natural_gas,01-central,10.2,0,,,7.4,1.3,,1.3,,,365,operational,g,natural_gas,31-central
graftech_mexico,internal_combustion_diesel,06-noreste,8.2,0,,,7.4,12.8,,12.8,,,366,operational,d_naciona,diesel,16-monterrey
gresaise,gas_turbine_natural_gas,02-oriental,13.5,0,,,5.5,5.1,,5.1,,,367,operational,g_slorp,natural_gas,34-puebla
grupo_celanese_complejo_ocot,thermal_fuel_oil,03-occidental,9.6,0,,,7.1,12.5,,12.5,,,368,operational,c_n_sala,fuel_oil,23-guadalajara
gs_energia,gas_turbine_natural_gas,03-occidental,11.8,0,,,5.5,0.9,,0.9,,,369,operational,g_petsal,natural_gas,28-carapan
harinera_la_espiga,internal_combustion_natural_gas,01-central,9.2,0,,,7.4,1.8,,1.8,,,370,operational,g,natural_gas,31-central
portezuelo_i,hydroelectric,02-oriental,0,0,,,1,1.5,,1.5,,,371,operational,,,34-puebla
ixtaczoquitlan,hydroelectric,02-oriental,0,0,,,1,1.2,,1.2,,,372,operational,,,36-temascal
texolo,hydroelectric,02-oriental,0,0,,,1,1.2,,1.2,,,373,operational,,,33-veracruz
hidrorizaba,hydroelectric,02-oriental,0,0,,,1,1.2,,1.2,,,374,operational,,,33-veracruz
electroquimica,hydroelectric,06-noreste,0,0,,,1,1.1,,1.1,,,375,operational,,,18-valles
huixtla_energia,bioenergy_diesel,02-oriental,54.6,0,,,7.1,11.2,,11.2,,,376,operational,d_naciona,diesel,39-grijalva
iberdrola_energia_la_laguna,combined_cycle_natural_gas,05-norte,8.8,0,,,7.7,98.1,,98.1,,,377,operational,zzon_nort,natural_gas,11-laguna
iberdrola_energia_monterrey,combined_cycle_natural_gas,06-noreste,7.3,0,,,7.7,641.4,,641.4,,,378,operational,g_ahnrr,natural_gas,16-monterrey
iberdrola_energia_tamazunchale_v,combined_cycle_natural_gas,06-noreste,7.2,0,,,7.7,77.5,,77.5,,,379,operational,gn_tamazu,natural_gas,20-tamazunchale
impulsora_mexicana_de_energia,internal_combustion_diesel,06-noreste,10.3,0,,,7.4,22,,22,,,380,operational,d_naciona,diesel,16-monterrey
industrial_papelera_mexicana,gas_turbine_natural_gas,03-occidental,13.8,0,,,5.5,8.1,,8.1,,,381,operational,g_petsal,natural_gas,28-carapan
industrias_derivadas_del_etileno,thermal_natural_gas,02-oriental,9.6,0,,,7.1,1.4,,1.4,,,382,operational,g_slorp,natural_gas,37-coatzacoalcos
industrias_quimicas_falcon_de_mexico,gas_turbine_diesel,01-central,14.7,0,,,5.5,4.9,,4.9,,,383,operational,d_naciona,diesel,31-central
ingenio_la_gloria,bioenergy_fuel_oil,02-oriental,51.2,0,,,7.1,49.2,,49.2,,,384,operational,c_n_tuxp,fuel_oil,33-veracruz
ingenio_san_miguel_del_naranjo,bioenergy_diesel,03-occidental,38.9,0,,,7.1,8.7,,8.7,,,385,operational,d_naciona,diesel,25-san_luis_potosi
ingenio_san_nicolas,bioenergy_diesel,02-oriental,26.9,0,,,7.1,13.5,,13.5,,,386,operational,d_naciona,diesel,37-coatzacoalcos
innophos_fosfatados_de_mexico_aut,internal_combustion_natural_gas,02-oriental,13.4,0,,,7.4,14.4,,14.4,,,387,operational,g_slorp,natural_gas,37-coatzacoalcos
instituto_de_investigaciones_electricas,eolic,02-oriental,0,0,,,0,0.1,,0.1,,,388,operational,,,40-ixtepec
italaise,gas_turbine_natural_gas,03-occidental,13.1,0,,,5.5,5.1,,5.1,,,389,operational,g_sauzqro,natural_gas,30-queretaro
iusasol_base,solar,01-central,0,0,,,0,0.9,,0.9,,,390,operational,,,31-central
kellogg_de_mexico,internal_combustion_natural_gas,03-occidental,11.2,0,,,7.4,5.6,,5.6,,,391,operational,g_sauzqro,natural_gas,30-queretaro
